"day","lon","lat"
1,-67.4717499434088,-13.5096384060849
2,-67.4765416763048,-13.470085173664
3,-67.4796827723623,-13.4264036306699
4,-67.4814302414116,-13.3783337406428
5,-67.4820408435373,-13.3256150705329
6,-67.4817710637596,-13.267986724071
7,-67.4808770886378,-13.2051872680687
8,-67.4796147847901,-13.13695465213
9,-67.4782396793164,-13.0630261223586
10,-67.477006942114,-12.9831381297222
11,-67.4761713700837,-12.8970262338182
12,-67.4759873732214,-12.8044250028806
13,-67.4767089625884,-12.7050679109668
14,-67.4785897401496,-12.5986872333777
15,-67.4818828904611,-12.4850139414832
16,NA,NA
17,-67.493716923337,-12.2347062559695
18,NA,NA
19,-67.5142279867303,-11.9519626439999
20,-67.5283702635632,-11.7977374132558
21,-67.5454769146991,-11.6345658982986
22,-67.5658504170703,-11.4621578765134
23,-67.5897930583705,-11.2802193623097
24,-67.6176069626185,-11.08845234893
25,-67.6495941994052,-10.8865545467734
26,-67.6860569067472,-10.6742191313143
27,NA,NA
28,NA,NA
29,-67.8253232032284,-9.97144604662125
30,-67.8827155645578,-9.71419327126532
31,-67.9461003057785,-9.44489308124023
32,-68.0157832559395,-9.16320720055977
33,-68.0920715104832,-8.86879168451855
34,-68.1752736429637,-8.56129691423661
35,-68.2656999245134,-8.24036765138548
36,-68.3636625500649,-7.9056431618737
37,-68.4694758702439,-7.5567574180861
38,-68.5834447929285,-7.19335541430435
39,NA,NA
40,-68.836238905168,-6.42270508466795
41,-68.9750598743712,-6.01558172510925
42,-69.1221649765128,-5.59400850977361
43,-69.2775607269928,-5.15804465215516
44,NA,NA
45,-69.6132734099369,-4.24317522245944
46,-69.7936272680616,-3.76438297170704
47,-69.9823461055038,-3.27142781014596
48,-70.1794617727629,-2.76436711246411
49,-70.3850119106407,-2.24325961723082
50,NA,NA
51,-70.821596585192,-1.15914989433753
52,-71.0527375740277,-0.596277892008877
53,-71.2925264444738,-0.0196209697980895
54,-71.5410335291029,0.570745105225082
55,-71.7983364756216,1.17473892398212
56,-72.0645147129503,1.79226402340851
57,-72.3394290441283,2.42288088035654
58,-72.6226501478716,3.06569984333864
59,NA,NA
60,NA,NA
61,NA,NA
62,-73.8296371591357,5.74000038138158
63,-74.1476661134802,6.42944630613547
64,-74.4713079037991,7.12524247460997
65,NA,NA
66,-75.1336198556914,8.53182279407869
67,NA,NA
68,-75.8129355893969,9.95158737227626
69,NA,NA
70,-76.5055859936817,11.3764043163962
71,-76.8557551028919,12.0881966239715
72,-77.2078649142662,12.7982628602021
73,-77.5614455954241,13.505636645241
74,-77.9160243592099,14.2093708779831
75,-78.2711113478562,14.9085064467007
76,-78.6261766754346,15.6020233560204
77,-78.9806707316101,16.2888979462785
78,-79.3340276113441,16.9681150876181
79,-79.685664908532,17.6386708704815
80,-80.034983571836,18.2995750809277
81,-80.3813678223961,18.9498534208324
82,-80.7241851328832,19.5885494369474
83,-81.0627862672349,20.2147261273444
84,-81.3965053802317,20.8274671985127
85,-81.7246601759301,21.4258779513513
86,-82.0465521239063,22.0090857793709
87,-82.3614667322071,22.576240267343
88,-82.6686738759228,23.1265128833593
89,-82.9674281804181,23.6590962617283
90,-83.256969458434,24.1732030781463
91,-83.5365232005753,24.6680645221657
92,-83.8053011191225,25.1429283750985
93,-84.0627080879564,25.5974286722085
94,-84.3089705900726,26.0326899913355
95,-84.5445329733353,26.4501939201913
96,-84.7698524602199,26.8514041292459
97,-84.9853983153208,27.2377661651953
98,-85.1916511069873,27.6107075890406
99,-85.3891020628231,27.9716383822387
100,-85.5782525185719,28.3219515532752
101,-85.759613459902,28.6630238850822
102,-85.9337051565694,28.9962167706393
103,-86.1010568885904,29.3228770902281
104,-86.2622067641431,29.6443380888374
105,-86.4177016292191,29.9619202166392
106,-86.5680970692699,30.2769318988814
107,-86.7139575034965,30.5906702044569
108,-86.8558563727289,30.9044213844287
109,-86.9943764223779,31.2194612535183
110,-87.1301100823797,31.5370553885369
111,-87.2636656465181,31.8583159821787
112,-87.3957029496272,32.1832882692017
113,-87.5269074696312,32.5115374966306
114,-87.6579715357807,32.8426215112137
115,-87.7895949714495,33.1760928862748
116,-87.9224857619148,33.5114987959527
117,-88.0573606507507,33.8483808710438
118,-88.194945658996,34.1862750324064
119,-88.3359765202057,34.524711297217
120,-88.4811990239472,34.8632135535599
121,-88.6313692592497,35.2012992985099
122,-88.7872537486262,35.5384793349493
123,-88.9496294622335,35.8742574224084
124,-89.1192837007408,36.2081298775345
125,-89.2970138341391,36.5395851198497
126,-89.4836268827069,36.8681031591322
127,-89.6799389250043,37.1931550211743
128,-89.8867743165134,37.5142021093956
129,-90.1048917549282,37.8306882965951
130,-90.3339571030558,38.1419405336969
131,-90.5727665852111,38.4472007097337
132,-90.8200544756744,38.7457105428019
133,-91.0745133766157,39.0367156185267
134,-91.3347934583626,39.3194671828305
135,-91.5995021856796,39.5932238192069
136,-91.867204551974,39.8572529779532
137,-92.1364238390224,40.1108323247079
138,-92.4056429153002,40.3532508766942
139,-92.6733060807107,40.5838098965023
140,-92.9378214600523,40.8018235155641
141,-93.1975639419851,41.0066190625991
142,-93.4508786544793,41.1975370758623
143,-93.6960849627093,41.3739309828602
144,-93.9314809700491,41.5351664358805
145,-94.1553484987814,41.6806202976689
146,-94.3659585235883,41.8096792777805
147,-94.5615987358599,41.9217560340607
148,-94.741405782053,42.0169603279989
149,-94.9056412076097,42.0962978414942
150,-95.0546768431417,42.1608272189028
151,-95.1889184878384,42.211599914685
152,-95.3088025590938,42.2496604018104
153,-95.4147928106795,42.2760465007414
154,-95.5073771446046,42.2917897988528
155,-95.5870645384327,42.2979161339613
156,-95.6543821062674,42.2954461189168
157,-95.7098723084124,42.285395687458
158,-95.7540903217118,42.2687766445264
159,-95.7876015800311,42.2465972072237
160,-95.8109794915792,42.2198625248637
161,-95.8248033379891,42.1895751693106
162,-95.8296563578361,42.1567355885729
163,-95.8261240159065,42.1223425187641
164,-95.8147924579875,42.0873933510053
165,-95.7962472255012,42.0528830828292
166,-95.7710881350606,42.0195158265484
167,-95.73994888383,41.9873477247023
168,-95.7034664012757,41.9563468268357
169,-95.6622760636725,41.9264809861811
170,-95.6170117338919,41.8977181488254
171,-95.5683058046606,41.8700266062627
172,-95.5167892452479,41.843375211775
173,-95.4630916517872,41.8177335610483
174,-95.4078413015257,41.7930721372631
175,-95.3516652116663,41.7693624210734
176,-95.2951892035187,41.7465769657739
177,-95.2390379728151,41.7246894379781
178,-95.1838351668194,41.7036746238123
179,-95.1302034697395,41.6835084014911
180,-95.0787646965511,41.6641676797002
181,-95.0301398967071,41.6456303026496
182,-94.9849494681022,41.6278749215802
183,-94.9438132820106,41.6108808329861
184,-94.9072222308344,41.5946515143099
185,-94.8751528303746,41.5792853439062
186,-94.847453467727,41.5649038734653
187,-94.8239730764663,41.5516280809163
188,-94.8045611571297,41.5395784271945
189,-94.7890677933102,41.5288749093475
190,-94.7773436632628,41.5196371096408
191,-94.7692400475051,41.5119842409494
192,-94.7646088324031,41.5060351882387
193,-94.7633025100291,41.5019085462658
194,-94.7651741743578,41.4997226534041
195,-94.7700775140626,41.4995956217512
196,-94.7778668018763,41.5016453633369
197,-94.7883968807289,41.5059896125742
198,-94.8015231467284,41.5127459449141
199,-94.8171015290902,41.5220317917394
200,-94.8349884669231,41.5339644513419
201,-94.8550408831588,41.5486610962173
202,-94.8771232470168,41.5661938069871
203,-94.9011527186553,41.5863021832326
204,-94.9270697967205,41.6085767328235
205,-94.9548147276986,41.6326071591223
206,-94.9843272646974,41.6579830967808
207,-95.0155465443968,41.6842941437365
208,-95.0484109708119,41.711129891507
209,-95.0828581063469,41.7380799539787
210,-95.1188245701218,41.7647339943234
211,-95.1562459438854,41.7906817499624
212,-95.1950566857584,41.8155130553495
213,-95.2351900519648,41.8388178622817
214,-95.2765780270728,41.8601862577516
215,-95.3191512628317,41.8792084789427
216,-95.3628390261097,41.89547492544
217,-95.4075691562848,41.9085761685499
218,-95.4532680322354,41.9181029575307
219,-95.4998605495797,41.9236462231
220,-95.5472256627305,41.9247789698813
221,-95.5945756040945,41.9208037925186
222,-95.6406086434683,41.9108165399196
223,-95.6840087713504,41.8939099121257
224,-95.7234604955065,41.8691786171727
225,-95.757650839809,41.8357190093652
226,-95.7852717014651,41.7926285843262
227,-95.8050225566509,41.7390053390166
228,-95.8156135022824,41.6739470079304
229,-95.8157686197841,41.5965501905121
230,-95.8042296459616,41.505909390313
231,-95.7797599330957,41.4011159900345
232,-95.7411486798678,41.2812571932273
233,-95.6872154124466,41.1454149687321
234,-95.6168146933212,40.9926650402314
235,-95.5288410332629,40.8220759697541
236,-95.4222339804064,40.6327083917048
237,-95.2959833568351,40.4236144599982
238,-95.1491530775344,40.19385178494
239,-94.981580234034,39.9430207955759
240,-94.7940631447154,39.6714261574594
241,-94.5874718729792,39.3794050907023
242,-94.3626793224744,39.0672790179408
243,-94.1205555358511,38.735353250625
244,-93.8619624697426,38.3839166864333
245,-93.5877492454813,38.0132414961997
246,-93.2987478685899,37.6235827819555
247,-92.9957694059001,37.2151781921904
248,-92.6796006043111,36.7882474829495
249,-92.3510009318513,36.3429920163949
250,-92.0107000190685,35.8795941911207
251,-91.6593954763851,35.3982168005542
252,-91.2977510611431,34.8990023171369
253,-90.9263951678624,34.3820721028002
254,-90.5459196133259,33.8475255460162
255,-90.1568786890453,33.2954391283472
256,-89.7597890699331,32.7258660785106
257,-89.3552597713524,32.1389764949408
258,-88.9441536335171,31.5352476224521
259,-88.5273349309101,30.915209836107
260,-88.1056300480481,30.2794058715697
261,-87.6798278041378,29.6283909663783
262,-87.2506798857913,28.9627326937265
263,-86.8189013816078,28.2830105010313
264,-86.385171411909,27.5898149666368
265,-85.9501338462293,26.8837467888175
266,-85.5143981018507,26.1654155240382
267,-85.0785400164149,25.435438092869
268,-84.6431027870013,24.694437072348
269,-84.2085979692118,23.9430387969078
270,-83.7755065289801,23.1818712894468
271,-83.3442799402393,22.4115620457701
272,-82.9153413221517,21.6327356964801
273,-82.4890866095326,20.8460115703329
274,-82.065885750435,20.0520011829605
275,-81.6460263535388,19.2513478545935
276,-81.2295527862608,18.4448685850362
277,-80.8164579125689,17.6334569378891
278,-80.4067430228371,16.8180439331504
279,-80.0004174961572,15.9995963782756
280,-79.5974984920447,15.17911487131
281,-79.1980106685261,14.3576314967919
282,-78.8019859256684,13.5362072440108
283,-78.4094631714267,12.7159291785731
284,-78.0204881092005,11.8979074074168
285,-77.6351130452255,11.0832718795366
286,-77.2533967144076,10.2731690690253
287,-76.8754041238796,9.46875859124199
288,-76.5012064128786,8.67120980335672
289,-76.1308807283243,7.88169844299063
290,-75.7645101152812,7.10140335797531
291,-75.4021834217252,6.33150337977591
292,-75.0439952170128,5.57317439058618
293,-74.6900601010456,4.82751317100203
294,-74.3406060879409,4.09506867632838
295,-73.9959198195015,3.37614782781525
296,-73.6562999193469,2.67105856388291
297,-73.3220565965168,1.98011017756208
298,-72.99351146399,1.30361257049527
299,-72.6709973477677,0.641875580208624
300,-72.3548580854962,-0.00479161437249416
301,-72.0454483133963,-0.636081005045429
302,-71.7431332403962,-1.25168618088396
303,-71.4482884080332,-1.85130266747422
304,-71.1612994353456,-2.4346281765452
305,-70.8825617472218,-3.00136276604104
306,-70.6124802848988,-3.55120891112302
307,-70.3514691977607,-4.08387148610816
308,-70.0999515142319,-4.59905766094202
309,-69.8583587905558,-5.09647671426643
310,-69.6271307358246,-5.57583976648165
311,-69.406691750378,-6.03688459945887
312,-69.1971280237744,-6.47972659058605
313,-68.9982648722729,-6.90477136691405
314,-68.8099246882852,-7.31243122893674
315,-68.6319335547153,-7.70311651626487
316,-68.4641210247035,-8.077234611569
317,-68.3063198932813,-8.4351891119392
318,-68.1583659616961,-8.77737915264038
319,-68.0200977959361,-9.10419886777035
320,-67.8913564794927,-9.41603697549715
321,-67.7719853623508,-9.71327647321385
322,-67.6618298061689,-9.99629443216289
323,-67.5607369270637,-10.2654618794707
324,-67.4685553363946,-10.5211437581735
325,-67.3851348805295,-10.7636989554499
326,-67.3103263802757,-10.9934803906023
327,-67.2439813709607,-11.2108351546125
328,-67.1859518433351,-11.4161046950479
329,-67.1360868413708,-11.6096255693399
330,-67.0941129849506,-11.7917500793013
331,-67.059597247769,-11.9628540720158
332,-67.0320949683315,-12.1233126888714
333,-67.0111605554623,-12.2734986004704
334,-66.9963475799423,-12.4137820471556
335,-66.9872088597184,-12.5445309115118
336,-66.9832965403487,-12.6661108157957
337,-66.984162171829,-12.7788852384515
338,-66.9893567813049,-12.8832156469854
339,-66.9984309451997,-12.979461637868
340,-67.0109348582346,-13.0679810845669
341,-67.0264184022931,-13.1491302858879
342,-67.0444312133218,-13.223264115001
343,-67.0645227483272,-13.2907361631376
344,-67.0862423512339,-13.3518988778068
345,-67.109139317745,-13.4071036932679
346,-67.1327629601492,-13.4567011497307
347,-67.1566631356304,-13.5010406214852
348,-67.1804884872077,-13.5403900384045
349,-67.2041078788086,-13.5748366979083
350,-67.227420039329,-13.6044432722515
351,-67.250323790703,-13.6292722015667
352,-67.2727180598067,-13.6493856932728
353,-67.2945018904367,-13.6648457210306
354,-67.3155744542313,-13.6757140252225
355,NA,NA
356,-67.3551831726189,-13.6839212579121
357,NA,NA
358,-67.3907405441112,-13.6744966664956
359,-67.4067495532066,-13.6633243291798
360,-67.4214455790041,-13.6479258523779
361,-67.4347289607996,-13.6283613715989
362,-67.4465002371197,-13.6046908006506
363,-67.4566601524848,-13.5769738336636
364,-67.4651096632745,-13.5452699478973
365,-67.4717499434209,-13.5096384060723
